NoCurso	Curso	Docente	Clave Oficial	Matricula	Alumno	Calificacion	Edo Eval	Edo Al	Tipo Eval	Fecha Registro	Tipo Entrega	Registró Acta	Grupo	Turno	Modalidad	Periodo	Programa	Creditos	Nombre Ofical	Plan Estudio Periodo	Numero Periodo	Etapa Formativa	Tipo Asignatura	Orden	Estado Evaluacion	Periodo Actual	Estado Alumno	Campus	Bloque	Tipo Evaluacion	F.Carga Aca
15378	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-202281	MRIX190815	ALBERTO GUZMÁN RODRÍGUEZ	5.3	NA	EG	ORD	06/24/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	62IIS877	Matutino	PRESENCIAL	11/24/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	INVESTIGACIÓN I	CUATRIMESTRE 10	2	BÁSICA	OPTATIVA	2	NO ACREDITADA	CUATRIMESTRE 8	REGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	02/19/2024
15379	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-202414	MRIX219499	LAURA LÓPEZ VELÁSQUEZ	5.6	NA	RE	ORD	05/24/2025	ORDINARIA	SANTOS LUNA GERARDO	46IIS771	Matutino	PRESENCIAL	04/09/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 5	4	TERMINAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 4	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	02/28/2025
15380	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-204940	MRIX195210	JORGE SÁNCHEZ CRUZ	6.3	NA	AC	ORD	05/20/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	80IIS937	Vespertino	PRESENCIAL	01/07/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	INVESTIGACIÓN I	CUATRIMESTRE 5	9	PROFESIONAL	OBLIGATORIA	1	NO ACREDITADA	CUATRIMESTRE 6	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	11/04/2023
15381	CREATIVIDAD E INNOVACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-202979	MRIX193028	ANTONIO TOLEDO GONZÁLEZ	5.5	NA	AC	ORD	10/23/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	99IIS494	Vespertino	PRESENCIAL	07/05/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 6	5	PROFESIONAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 6	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	09/19/2023
15382	CREATIVIDAD E INNOVACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-201429	MRIX204621	OSCAR TORO ORTIZ	8.6	A	AC	EXT	12/15/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	31IIS470	Vespertino	SEMIPRESENCIAL	05/13/2025	INGENIERÍA EN SISTEMAS	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 1	10	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 4	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	03/25/2024
15383	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-206958	MRIX216505	MIGUEL SÁNCHEZ LÓPEZ	5.0	NA	AC	ORD	02/12/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	48IIS155	Vespertino	PRESENCIAL	10/21/2023	INGENIERÍA EN SISTEMAS	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 2	2	TERMINAL	OPTATIVA	2	NO ACREDITADA	CUATRIMESTRE 10	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	02/23/2023
15384	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-204698	MRIX201887	MARÍA TORRES MENDOZA	9.0	A	EG	ORD	06/28/2025	ORDINARIA	SANTOS LUNA GERARDO	15IIS259	Matutino	SEMIPRESENCIAL	11/21/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 1	8	PROFESIONAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 1	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	01/28/2023
15385	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-203009	MRIX229672	JUAN RAMOS VARGAS	9.8	A	AC	EXT	03/24/2024	ORDINARIA	SANTOS LUNA GERARDO	96IIS672	Vespertino	SEMIPRESENCIAL	04/25/2023	INGENIERÍA EN SISTEMAS	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 10	4	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 2	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	03/14/2025
15386	SIMULACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-209783	MRIX217543	ALBERTO FLORES LÓPEZ	5.9	NA	AC	ORD	05/14/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	02IIS874	Matutino	PRESENCIAL	08/07/2023	INGENIERÍA EN SISTEMAS	7	SIMULACIÓN	CUATRIMESTRE 5	3	BÁSICA	OPTATIVA	2	NO ACREDITADA	CUATRIMESTRE 4	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	03/09/2024
15387	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-202122	MRIX231328	ROSA HERNÁNDEZ IBARRA	7.5	A	RE	EXT	03/11/2025	ORDINARIA	SANTOS LUNA GERARDO	90IIS790	Matutino	PRESENCIAL	10/06/2024	INGENIERÍA EN SISTEMAS	10	INVESTIGACIÓN I	CUATRIMESTRE 2	9	PROFESIONAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 6	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	12/29/2024
15388	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-208459	MRIX196853	SERGIO SEGARRA TORRES	10.0	A	AC	ORD	11/26/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	94IIS723	Matutino	VIRTUAL	10/16/2023	INGENIERÍA MECÁNICA	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 9	4	BÁSICA	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 6	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	10/24/2025
15389	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-201541	MRIX221248	JOSÉ MENDOZA OLIVÁREZ	7.0	A	EG	EXT	06/28/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	59IIS421	Vespertino	PRESENCIAL	09/25/2024	INGENIERÍA MECÁNICA	5	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 3	1	BÁSICA	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 5	REGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	10/18/2025
15390	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-206008	MRIX208141	RICARDO HERNÁNDEZ GONZÁLEZ	8.4	A	RE	ORD	09/22/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	66IIS965	Vespertino	VIRTUAL	04/17/2025	INGENIERÍA EN SISTEMAS	7	SIMULACIÓN	CUATRIMESTRE 10	5	TERMINAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 6	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	06/21/2025
15391	CREATIVIDAD E INNOVACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-207632	MRIX231527	ANTONIO ALFARO MARTÍNEZ	9.0	A	EG	EXT	07/11/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	60IIS757	Matutino	PRESENCIAL	08/04/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 9	4	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	12/15/2024
15392	ADMINISTRACIÓN INDUSTRIAL	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-202384	MRIX207171	DANIELA SEGARRA VARGAS	8.7	A	EG	EXT	11/15/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	82IIS318	Vespertino	VIRTUAL	03/20/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 6	5	TERMINAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 10	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	08/20/2025
15393	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-207396	MRIX224089	LUCÍA MENDOZA VARGAS	8.0	A	AC	ORD	06/17/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	54IIS637	Matutino	SEMIPRESENCIAL	04/09/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 4	2	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 5	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	09/02/2024
15394	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-205304	MRIX213288	ANDREA ORTIZ ROQUE	8.3	A	RE	EXT	06/09/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	86IIS943	Vespertino	VIRTUAL	02/11/2024	INGENIERÍA EN SISTEMAS	5	INVESTIGACIÓN I	CUATRIMESTRE 6	9	PROFESIONAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 1	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	10/24/2023
15395	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-205703	MRIX224898	ALEJANDRA CASTILLO SÁNCHEZ	8.1	A	AC	ORD	02/12/2025	ORDINARIA	SANTOS LUNA GERARDO	27IIS295	Matutino	VIRTUAL	12/07/2023	INGENIERÍA MECÁNICA	6	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 10	4	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 1	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	03/18/2024
15396	SIMULACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-209056	MRIX198770	MARTHA MEDINA CORAZA	8.0	A	EG	EXT	02/03/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	77IIS266	Vespertino	VIRTUAL	05/27/2025	INGENIERÍA EN SISTEMAS	5	SIMULACIÓN	CUATRIMESTRE 9	3	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 7	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	12/29/2023
15397	CREATIVIDAD E INNOVACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-203471	MRIX192293	ISAAC OLIVÁREZ PÉREZ	9.2	A	EG	ORD	08/16/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	29IIS895	Matutino	SEMIPRESENCIAL	03/08/2023	INGENIERÍA MECÁNICA	10	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 8	9	PROFESIONAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 9	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	05/11/2025
15398	ADMINISTRACIÓN INDUSTRIAL	CORAZA SEGARRA DANIEL ARMANDO	INIM-202512	MRIX227077	SOFÍA NÚÑEZ SALAZAR	8.8	A	RE	EXT	02/01/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	48IIS960	Matutino	SEMIPRESENCIAL	03/08/2023	INGENIERÍA EN SISTEMAS	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 9	1	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 10	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	02/23/2023
15399	ADMINISTRACIÓN INDUSTRIAL	CORAZA SEGARRA DANIEL ARMANDO	INIM-201939	MRIX207037	LAURA ROLÓN RAMOS	7.9	A	RE	EXT	09/16/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	81IIS690	Vespertino	PRESENCIAL	07/23/2023	INGENIERÍA MECÁNICA	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 7	7	TERMINAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 5	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	10/29/2025
15400	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-203175	MRIX220782	ANA HERNÁNDEZ RODRÍGUEZ	5.3	NA	AC	ORD	03/30/2024	ORDINARIA	SANTOS LUNA GERARDO	69IIS960	Matutino	PRESENCIAL	05/05/2024	INGENIERÍA MECÁNICA	10	SIMULACIÓN	CUATRIMESTRE 4	6	TERMINAL	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 7	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	08/31/2024
15401	SIMULACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-200359	MRIX232287	ELENA TORO RODRÍGUEZ	6.3	NA	AC	ORD	07/26/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	53IIS175	Matutino	PRESENCIAL	03/11/2025	INGENIERÍA EN SISTEMAS	10	SIMULACIÓN	CUATRIMESTRE 8	6	BÁSICA	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 2	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	10/02/2025
15402	CREATIVIDAD E INNOVACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-209930	MRIX203538	FERNANDO TORO ROJAS	9.2	A	RE	EXT	09/07/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	04IIS648	Matutino	SEMIPRESENCIAL	06/05/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 1	3	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 9	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	01/30/2024
15403	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-207144	MRIX195959	PATRICIA SÁNCHEZ DÍAZ	8.7	A	RE	ORD	08/14/2025	ORDINARIA	SANTOS LUNA GERARDO	66IIS509	Matutino	SEMIPRESENCIAL	08/25/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 4	6	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 5	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	10/12/2025
15404	SIMULACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-206126	MRIX235698	LUIS BERRÍOS SEGARRA	9.2	A	RE	EXT	02/14/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	81IIS939	Vespertino	VIRTUAL	05/29/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	SIMULACIÓN	CUATRIMESTRE 2	10	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 8	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	12/23/2024
15405	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-205151	MRIX239284	JULIA ÁVILA HERRERA	9.0	A	RE	ORD	01/31/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	16IIS109	Matutino	PRESENCIAL	01/31/2025	INGENIERÍA EN SISTEMAS	5	INVESTIGACIÓN I	CUATRIMESTRE 6	4	BÁSICA	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 1	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	10/25/2023
15406	MATEMÁTICAS APLICADAS	RODRIGUEZ GARCIA MARTHA MARIA	INIM-200813	MRIX225239	FRANCISCO ROLÓN GONZÁLEZ	5.4	NA	EG	ORD	02/10/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	64IIS610	Matutino	PRESENCIAL	10/17/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 1	7	TERMINAL	OPTATIVA	1	NO ACREDITADA	CUATRIMESTRE 5	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	02/08/2024
15407	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-201137	MRIX236865	JORGE VALVERDE CASTILLO	7.8	A	AC	EXT	11/21/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	61IIS197	Matutino	VIRTUAL	03/22/2023	INGENIERÍA MECÁNICA	5	INVESTIGACIÓN I	CUATRIMESTRE 7	9	BÁSICA	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 5	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	02/03/2023
15408	SIMULACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-201722	MRIX218683	ANA ROLÓN SEGARRA	8.1	A	AC	EXT	01/22/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	42IIS982	Vespertino	VIRTUAL	04/08/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	SIMULACIÓN	CUATRIMESTRE 7	1	TERMINAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 4	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	10/12/2023
15409	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-205231	MRIX194847	DAVID GARCÍA ECHEVERRÍA	9.1	A	EG	EXT	09/03/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	19IIS871	Matutino	VIRTUAL	08/01/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 10	3	BÁSICA	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 7	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	09/16/2023
15410	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-200987	MRIX225189	RAÚL ESPINOZA ARREOLA	9.0	A	AC	EXT	06/03/2023	ORDINARIA	SANTOS LUNA GERARDO	28IIS113	Vespertino	PRESENCIAL	06/09/2023	INGENIERÍA MECÁNICA	6	INVESTIGACIÓN I	CUATRIMESTRE 4	4	BÁSICA	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	10/09/2025
15411	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-201124	MRIX239013	ISABEL BERRÍOS ROQUE	5.4	NA	RE	EXT	03/30/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	36IIS533	Vespertino	SEMIPRESENCIAL	02/20/2024	INGENIERÍA EN SISTEMAS	10	INVESTIGACIÓN I	CUATRIMESTRE 3	10	BÁSICA	OBLIGATORIA	2	NO ACREDITADA	CUATRIMESTRE 5	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	01/20/2024
15412	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-203474	MRIX194534	VALERIA PÉREZ MATA	6.1	NA	RE	EXT	12/26/2024	ORDINARIA	SANTOS LUNA GERARDO	20IIS506	Matutino	VIRTUAL	06/22/2023	INGENIERÍA EN SISTEMAS	7	INVESTIGACIÓN I	CUATRIMESTRE 9	2	BÁSICA	OPTATIVA	2	NO ACREDITADA	CUATRIMESTRE 7	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	06/02/2025
15413	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-203597	MRIX196860	ROSA MENDOZA PÉREZ	8.5	A	RE	EXT	05/24/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	15IIS154	Matutino	VIRTUAL	04/13/2023	INGENIERÍA EN SISTEMAS	10	INVESTIGACIÓN I	CUATRIMESTRE 1	2	BÁSICA	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 10	REGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	08/16/2023
15414	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203032	MRIX227014	ROSA CRUZ OLIVÁREZ	8.6	A	AC	ORD	01/07/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	65IIS817	Matutino	SEMIPRESENCIAL	08/12/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	INVESTIGACIÓN I	CUATRIMESTRE 10	5	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	07/13/2023
15415	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-209554	MRIX203662	FERNANDO ALFARO GONZÁLEZ	6.6	NA	AC	ORD	12/22/2024	ORDINARIA	SANTOS LUNA GERARDO	01IIS600	Matutino	PRESENCIAL	01/20/2023	INGENIERÍA EN SISTEMAS	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 4	2	TERMINAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	08/28/2025
15416	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-204933	MRIX202994	FRANCISCO QUINTANILLA CORAZA	9.5	A	RE	EXT	01/28/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	91IIS441	Vespertino	SEMIPRESENCIAL	07/28/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	INVESTIGACIÓN I	CUATRIMESTRE 9	5	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 10	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	12/23/2024
15417	SIMULACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-208632	MRIX206445	ELENA ÁVILA CRUZ	8.0	A	EG	ORD	07/14/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	23IIS371	Matutino	SEMIPRESENCIAL	08/10/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	6	SIMULACIÓN	CUATRIMESTRE 6	7	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 6	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	07/09/2025
15418	CREATIVIDAD E INNOVACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-209144	MRIX239113	MARTHA GÓMEZ MARTÍNEZ	8.9	A	AC	EXT	12/07/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	86IIS266	Matutino	VIRTUAL	11/04/2023	INGENIERÍA EN SISTEMAS	6	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 5	8	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	08/16/2024
15419	SIMULACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-204434	MRIX212615	VALERIA MARTÍNEZ DÍAZ	8.3	A	AC	EXT	11/14/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	19IIS850	Vespertino	PRESENCIAL	10/25/2025	INGENIERÍA EN SISTEMAS	6	SIMULACIÓN	CUATRIMESTRE 4	6	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 7	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	06/26/2023
15420	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-204096	MRIX214668	FRANCISCO MARTÍNEZ ESPINOZA	8.3	A	EG	EXT	10/13/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	18IIS526	Vespertino	VIRTUAL	10/22/2024	INGENIERÍA MECÁNICA	6	INVESTIGACIÓN I	CUATRIMESTRE 9	10	PROFESIONAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 4	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	02/13/2024
15421	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-207557	MRIX233597	RAÚL TORO SALAZAR	9.4	A	EG	EXT	05/11/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	04IIS672	Matutino	PRESENCIAL	08/13/2025	INGENIERÍA EN SISTEMAS	10	INVESTIGACIÓN I	CUATRIMESTRE 1	6	TERMINAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 7	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	04/20/2025
15422	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-205463	MRIX212678	LAURA BERRÍOS CORAZA	9.2	A	AC	EXT	07/07/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	77IIS199	Vespertino	PRESENCIAL	04/23/2023	INGENIERÍA MECÁNICA	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 5	1	PROFESIONAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 10	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	08/08/2023
15423	SIMULACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-201879	MRIX231461	SOFÍA MATA BERRÍOS	9.2	A	EG	ORD	09/20/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	09IIS100	Matutino	SEMIPRESENCIAL	01/14/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	SIMULACIÓN	CUATRIMESTRE 3	5	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 10	REGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	02/16/2024
